Image,Name,DAB-Thesholder: FOS area µm^2,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max,MIDLOW-SENS-FOS-thersholder: FOS area µm^2,DAB_FOS_LOWSENS: FOS area µm^2,Num Detections,Num FOS,Area µm^2
H254-39.vsi - 20x,DMH,6265.3389,0.273,0.0155,0.2284,0.8551,4177.8745,2687.3972,94,94,400410.9
H254-39.vsi - 20x,ARC,332.9481,0.2692,0.0072,0.2345,0.4114,178.3912,73.2318,10,10,310554.3
H254-39.vsi - 20x,PH,3242.7524,0.2721,0.0105,0.2345,0.765,2170.2695,1514.3969,57,57,696015.4
H254-39.vsi - 20x,ATAN,508.6348,0.275,0.0171,0.2406,0.7021,334.6008,202.0917,5,5,25521.1
H254-39.vsi - 20x,BTAN,2.8166,0.2686,0.0082,0.2406,0.3451,0.9389,0,0,0,21084.4
H254-39.vsi - 20x,VMH,91.4228,0.2693,0.0063,0.2345,0.4612,44.7152,32.8604,3,3,596597.3
H254-39.vsi - 20x,ARC,176.1562,0.267,0.0074,0.2345,0.8522,84.5011,70.6499,7,7,285554.3
H254-39.vsi - 20x,VMH,119.237,0.2677,0.0066,0.2304,0.6741,69.596,66.1903,7,7,587692.9
H254-39.vsi - 20x,DMH,3096.6401,0.2701,0.0118,0.2264,1.4624,2062.2959,1284.3738,52,52,399285.1
H254-39.vsi - 20x,ATAN,0,0.27,0.0068,0.2468,0.31,0,0,0,0,24457.7
H254-39.vsi - 20x,BTAN,8.8019,0.265,0.0076,0.2365,0.363,1.4084,0,1,1,27549.5
H254-39.vsi - 20x,PH,2180.4167,0.2716,0.01,0.2345,0.6776,1458.7,1091.3186,43,43,615618.1
H254-39.vsi - 20x,ME,324.7329,0.27,0.011,0.2406,0.5624,231.3217,147.6373,4,4,51926.9
H254-39.vsi - 20x,PT,4.6944,0.2693,0.0068,0.2406,0.3563,2.1125,0,0,0,19831.5
H254-39.vsi - 20x,ME,63.1393,0.2692,0.008,0.2427,0.3835,25.9371,11.1491,3,3,43746.3
H254-39.vsi - 20x,BTAN,87.1979,0.2689,0.0107,0.2365,0.5228,44.9499,29.5744,3,3,22033.6
H254-39.vsi - 20x,ATAN,0.2347,0.2731,0.0076,0.2468,0.3144,0.2347,0,0,0,13050
H254-39.vsi - 20x,ARC,310.1804,0.2685,0.0075,0.2345,0.5198,206.7929,115.3636,5,5,280557.3
H254-39.vsi - 20x,VMH,292.8112,0.2699,0.0071,0.2365,0.7424,206.6756,167.0014,7,7,583863.1
H254-39.vsi - 20x,DMH,2215.9766,0.272,0.0107,0.2406,0.7295,1488.0406,1008.5807,40,40,403161
H254-39.vsi - 20x,PH,2177.4829,0.2729,0.0098,0.2365,0.7207,1194.8688,693.4726,50,50,704103.3
H254-39.vsi - 20x,PT,2.3472,0.2663,0.0068,0.2365,0.4252,1.1736,6.8068,0,0,37884.9
H254-39.vsi - 20x,ME,45.5354,0.2689,0.0127,0.2345,1.5006,27.6976,73.4666,4,4,51098.7
H254-39.vsi - 20x,BTAN,15.6088,0.2674,0.0087,0.2406,0.61,7.6286,15.374,1,1,29694.6
H254-39.vsi - 20x,ATAN,61.8483,0.2719,0.0084,0.2427,0.3792,34.5046,17.2517,1,1,20300.6
H254-39.vsi - 20x,ARC,170.7577,0.2685,0.0081,0.2345,1.8446,70.5349,56.919,6,6,307430.8
H254-39.vsi - 20x,VMH,697.8179,0.2708,0.0083,0.2365,1.3666,412.9991,322.9712,14,14,608686.1
H254-39.vsi - 20x,DMH,1350.8046,0.2716,0.011,0.2386,1.0465,828.6974,483.5179,27,27,400962.9
H254-39.vsi - 20x,PH,4330.9072,0.2773,0.013,0.1806,1.2741,2583.1511,1507.1206,87,87,700960.4
H211-45.vsi - 20x,ME,37.0855,0.2611,0.0076,0.2304,0.6198,25.7024,30.5133,2,2,84912.5
H211-45.vsi - 20x,BTAN,30.8655,0.2622,0.0105,0.2284,0.6107,23.7072,29.9265,1,1,22264.4
H211-45.vsi - 20x,ATAN,5.5159,0.265,0.0066,0.2365,0.3652,1.6431,0,1,1,23022.9
H211-45.vsi - 20x,ARC,12.2054,0.2624,0.0063,0.2304,0.3857,8.2154,4.9291,1,1,290715.3
H211-45.vsi - 20x,VMH,70.1808,0.2637,0.0078,0.2284,1.7545,53.9868,72.9971,2,2,592623.7
H211-45.vsi - 20x,PH,909.6512,0.2686,0.0086,0.2203,0.627,424.0311,97.2904,23,23,707546
H211-45.vsi - 20x,ME,382.7084,0.2795,0.0164,0.2406,0.6073,88.8435,28.2834,19,19,35624.3
H211-45.vsi - 20x,BTAN,38.1417,0.2708,0.0132,0.2365,0.3836,7.0418,0,2,2,17147.3
H211-45.vsi - 20x,ATAN,133.6721,0.2677,0.0113,0.2345,0.5207,81.9191,51.9899,3,3,29040.5
H211-45.vsi - 20x,VMH,352.4297,0.2667,0.0089,0.2264,1.0264,154.5666,168.5271,17,17,592575.8
H211-45.vsi - 20x,DMH,355.0116,0.2677,0.0087,0.2304,0.8384,154.0971,86.8454,12,12,414441.5
H211-45.vsi - 20x,PH,1993.5809,0.2743,0.0188,0.2243,2.4953,1125.0381,726.6851,46,46,679578.7
H211-45.vsi - 20x,PH,1928.2119,0.2742,0.0124,0.2304,1.4228,980.33,713.0715,66,66,724271.5
H211-45.vsi - 20x,DMH,282.2489,0.2651,0.0082,0.2304,0.5007,141.6567,96.7036,11,11,415903.7
H211-45.vsi - 20x,VMH,733.3777,0.2664,0.0088,0.2304,1.0378,385.3015,313.5825,32,32,689038.4
H211-45.vsi - 20x,VMH,583.2753,0.2658,0.0125,0.2223,1.4738,370.8659,294.3356,23,23,308233
H211-45.vsi - 20x,ATAN,4.6944,0.2658,0.0078,0.2365,0.4276,2.6993,13.3789,0,0,10310.2
H211-45.vsi - 20x,BTAN,18.7775,0.2622,0.0096,0.2345,0.4205,10.9147,0,1,1,13812.7
H211-45.vsi - 20x,ME,465.3293,0.2715,0.014,0.2284,0.6786,298.2184,300.321,15,15,133000.5
H211-45.vsi - 20x,PT,0,0.2627,0.0074,0.2345,0.3187,0.1174,0,0,0,42728.2
H211-45.vsi - 20x,PT,105.858,0.2639,0.0163,0.2244,1.8937,48.0013,60.3224,8,8,46447.7
H211-45.vsi - 20x,PT,47.061,0.2718,0.0107,0.2365,0.3676,25.4677,0.5868,4,4,13114.6
H211-45.vsi - 20x,ARCx05,73.8189,0.2662,0.0087,0.2345,0.3788,21.4774,10.797,4,4,127151.5
H211-45.vsi - 20x,DMH,208.5473,0.2636,0.0072,0.2345,0.5753,153.6277,120.7621,6,6,397798.6
H216-39.vsi - 20x,VMH,561.3291,0.2673,0.0081,0.2304,0.7699,314.0624,264.7613,15,15,626706
H216-39.vsi - 20x,ARC,662.7275,0.2671,0.0092,0.2304,0.997,432.8333,270.0424,14,14,323151.3
H216-39.vsi - 20x,DMH,10279.7285,0.2731,0.0252,0.2304,1.8104,6839.7759,4218.811,105,105,403750.7
H216-39.vsi - 20x,PH,6091.6475,0.2704,0.0206,0.2304,2.4276,4226.9321,3002.2705,77,77,681039.3
H216-39.vsi - 20x,ATAN,161.721,0.2649,0.0094,0.2345,0.4591,87.7872,41.1929,5,5,53304.7
H216-39.vsi - 20x,BTAN,1357.2593,0.2722,0.0273,0.2305,1.0646,924.9348,646.5291,22,22,42499.5
H216-39.vsi - 20x,ME,1194.13,0.2722,0.016,0.2365,0.7773,668.1454,351.1373,31,31,85818.2
H216-39.vsi - 20x,PT,9650.0957,0.3056,0.1654,0.2345,4.1004,8096.3774,7091.5176,31,31,86217.7
H216-39.vsi - 20x,DMH,6638.5415,0.2716,0.017,0.2345,0.7921,3975.8933,2237.4438,96,96,401901.3
H216-39.vsi - 20x,VMH,445.8477,0.2664,0.0073,0.2304,0.8679,225.3362,210.0721,15,15,714154.2
H216-39.vsi - 20x,ARC,517.4368,0.2667,0.0081,0.2304,0.5392,299.6268,137.3097,14,14,326194.9
H216-39.vsi - 20x,PT,11204.2842,0.3114,0.2015,0.2284,6.0155,9551.6738,8666.002,35,35,96404.1
H216-39.vsi - 20x,ME,1901.1019,0.2755,0.0254,0.2406,1.1288,1296.6222,882.3028,29,29,88584.1
H216-39.vsi - 20x,BTAN,1148.9467,0.2721,0.0213,0.2345,0.9126,740.7928,414.3936,17,17,55401.9
H216-39.vsi - 20x,ATAN,53.8679,0.2644,0.0097,0.2345,0.3699,12.6752,5.6332,4,4,35903.9
H216-39.vsi - 20x,PH,5033.8887,0.2706,0.0154,0.2345,1.5473,3148.6042,2013.7582,74,74,700571.6
H216-39.vsi - 20x,PT,14264.3086,0.3562,0.2602,0.2304,4.7091,12122.9717,10251.4004,29,29,61140.3
H216-39.vsi - 20x,ME,2209.1699,0.2773,0.0196,0.2427,0.8511,1470.3188,819.7506,34,34,101066.6
H216-39.vsi - 20x,BTAN,1379.5576,0.2734,0.03,0.2365,0.996,960.613,668.5926,13,13,47568.2
H216-39.vsi - 20x,ATAN,4896.5786,0.2927,0.0424,0.2406,0.7598,3376.5225,1869.8763,26,26,33431.9
H216-39.vsi - 20x,VMH,1195.7731,0.2686,0.0087,0.2305,0.8502,570.3823,332.7119,38,38,707912.5
H216-39.vsi - 20x,ARC,1358.1982,0.2699,0.0116,0.2365,0.9968,827.0544,491.9677,27,27,339468.2
H216-39.vsi - 20x,DMH,4069.9001,0.2712,0.0134,0.2365,1.1057,2509.7996,1377.4392,69,69,400620.9
H216-39.vsi - 20x,PH,5270.8369,0.2719,0.0198,0.2224,2.9087,3581.2029,2664.5122,90,90,708947.5
H216-39.vsi - 20x,cp,51273.3008,0.5168,0.2252,0.2489,2.7255,48678.375,43932.1758,7,7,62664.8
H224-35.vsi - 20x,VMH,768.5855,0.2793,0.0084,0.2427,0.6264,275.8022,149.515,37,37,589015.7
H224-35.vsi - 20x,PH,12779.3623,0.2851,0.0192,0.2427,4.7835,6613.1489,3401.1729,245,245,693601.8
H224-35.vsi - 20x,BTAN,312.997,0.2804,0.0153,0.2468,0.6019,116.4237,44.9484,17,17,14516.8
H224-35.vsi - 20x,ATAN,297.5056,0.2852,0.0131,0.2468,0.4635,138.0184,67.716,8,8,13806.9
H224-35.vsi - 20x,ME,256.0778,0.2767,0.0132,0.2468,1.1696,145.8817,80.5081,10,10,40832.2
H224-35.vsi - 20x,PT,15.7261,0.2753,0.0084,0.2509,0.4205,8.2154,1.7604,1,1,13831.7
H224-35.vsi - 20x,ARC,628.3412,0.2782,0.0088,0.2366,0.5106,225.8057,123.2266,36,36,312583.2
H224-35.vsi - 20x,BTAN,296.6841,0.2799,0.0254,0.2468,0.8365,191.4184,138.6006,5,5,12026
H224-35.vsi - 20x,PT,30.396,0.2749,0.0098,0.2427,0.4181,11.971,4.6943,1,1,14239.1
H224-35.vsi - 20x,VMH,788.6539,0.2773,0.0081,0.2365,0.493,373.3305,197.28,31,31,703458.2
H224-35.vsi - 20x,PH,4869.5859,0.2807,0.0121,0.2427,1.2482,2358.167,1144.0127,135,135,658046.4
H224-35.vsi - 20x,ARC,1068.2036,0.2764,0.0098,0.2406,0.5161,623.8997,364.2814,36,36,302587.9
H224-35.vsi - 20x,ME,247.6279,0.2756,0.0098,0.2427,0.4948,141.1872,95.4126,8,8,59872.6
H224-35.vsi - 20x,VMH,502.1801,0.2777,0.0095,0.2325,1.908,208.3186,133.3195,18,18,605673.8
H224-35.vsi - 20x,ATAN,147.5205,0.2819,0.0101,0.253,0.3927,55.3952,6.5721,6,6,22031.5
H224-35.vsi - 20x,BTAN,69.9461,0.2757,0.0096,0.2489,0.3835,34.7393,18.8948,5,5,15415.2
H224-35.vsi - 20x,PT,41.7799,0.2736,0.0434,0.2345,2.7633,31.5705,63.3737,2,2,18124
H224-35.vsi - 20x,ME,476.8305,0.2785,0.0155,0.2063,0.973,302.0914,204.3215,8,8,54593.9
H224-35.vsi - 20x,ARC,404.6546,0.2769,0.0086,0.2365,0.542,216.7688,154.7961,9,9,292515.3
H224-35.vsi - 20x,DMH,2078.3142,0.278,0.0101,0.2365,0.6133,1056.733,442.7944,46,46,401127.8
H224-35.vsi - 20x,PH,5218.7295,0.2821,0.0119,0.2143,0.8223,2346.4309,1075.1232,140,140,717835.6
H224-35.vsi - 20x,DMH,2089.8154,0.2775,0.0272,0.2427,6.3745,1195.3383,714.4799,72,72,397453.5
H224-35.vsi - 20x,DMH,3561.8521,0.2791,0.0125,0.2365,1.0402,2140.342,1375.3268,98,98,426137.5
H236-39.vsi - 20x,ARCx05,587.6176,0.2618,0.0148,0.2223,1.4853,405.9573,397.7287,11,11,150891.7
H236-39.vsi - 20x,DMHx05,4213.8999,0.2636,0.0209,0.2284,1.0229,3003.0747,2074.9021,39,39,212103.2
H236-39.vsi - 20x,ATAN,41.5452,0.263,0.0087,0.2365,0.3477,20.4211,6.22,1,1,13091.6
H236-39.vsi - 20x,BTAN,447.8428,0.2762,0.0298,0.2365,0.5149,311.4804,201.9743,10,10,6120.1
H236-39.vsi - 20x,ME,1156.3403,0.2708,0.0256,0.2365,1.017,787.9726,528.1142,20,20,52172.9
H236-39.vsi - 20x,PT,5771.8438,0.3223,0.175,0.2304,4.5964,4732.0605,3751.606,19,19,27606.4
H236-39.vsi - 20x,BTAN,177.3298,0.2653,0.0152,0.2243,0.4254,94.9464,30.2785,8,8,12786.8
H236-39.vsi - 20x,PT,5843.5498,0.3373,0.1918,0.2406,3.7003,4852.4746,4267.5146,21,21,25724.9
H236-39.vsi - 20x,ME,443.9699,0.2628,0.0174,0.2243,0.827,301.2698,232.4876,12,12,41066.9
H236-39.vsi - 20x,ARCx05,643.2458,0.2589,0.0138,0.2243,1.0267,447.9731,384.4671,11,11,144877.4
H236-39.vsi - 20x,VMHx05,824.2137,0.2579,0.0173,0.2083,1.5016,623.0781,590.6664,10,10,308994.7
H236-39.vsi - 20x,DMHx05,1621.3175,0.2592,0.0144,0.2243,1.0897,1118.2311,819.0464,25,25,208002.8
H236-39.vsi - 20x,PH,2184.9939,0.2591,0.0109,0.2243,1.454,1389.3386,969.2656,47,47,715019.5
H236-39.vsi - 20x,PH,4698.5933,0.2617,0.0138,0.2224,1.204,3201.4175,2091.8018,56,56,696723.3
H236-39.vsi - 20x,ATAN,2.934,0.2582,0.0071,0.2284,0.3341,1.9952,0,0,0,14924.2
H236-39.vsi - 20x,PT,9011.0752,0.3341,0.2113,0.2365,4.7835,7504.5181,6245.5957,30,30,40877.3
H236-39.vsi - 20x,ME,1046.2574,0.2707,0.0162,0.2183,0.667,644.9076,385.1713,19,19,49338.5
H236-39.vsi - 20x,BTAN,4223.8755,0.2923,0.0572,0.2304,1.1318,3207.4031,2220.3096,31,31,27783.5
H236-39.vsi - 20x,ARCx05,237.0656,0.2605,0.0084,0.2304,0.4207,117.3626,44.7137,7,7,143954.4
H236-39.vsi - 20x,VMHx05,218.2881,0.2598,0.007,0.2183,0.508,140.8351,95.8821,4,4,303987.9
H236-39.vsi - 20x,ATAN,21.9462,0.2618,0.0079,0.2365,0.3386,5.516,0,2,2,16608.9
H236-39.vsi - 20x,PH,2147.9084,0.2604,0.0097,0.1865,0.7567,1300.6125,709.7855,35,35,712830.4
H236-39.vsi - 20x,VMHx05,1113.6216,0.262,0.0304,0.2183,2.322,829.8711,776.2105,24,24,321136.5
H236-39.vsi - 20x,DMHx05,4508.354,0.2652,0.0269,0.2183,1.5207,3038.6355,1778.9233,72,72,210629.4
h241-39.vsi - 20x,ARC,1184.3794,0.3235,0.0114,0.2844,0.8,2134.0044,658.4998,29,29,304375.1
h241-39.vsi - 20x,BTAN,103.7447,0.3184,0.0103,0.2844,0.4808,297.2795,68.0681,6,6,32531.5
h241-39.vsi - 20x,ME,111.2556,0.3208,0.009,0.2844,0.4931,302.3261,125.5738,6,6,69414
h241-39.vsi - 20x,PT,20.1856,0.3164,0.0101,0.2865,0.6319,34.9741,53.0461,0,0,14870.9
h241-39.vsi - 20x,DMH,12032.0371,0.3286,0.0212,0.2844,1.0604,16155.4336,6200.6475,122,122,416689.1
h241-39.vsi - 20x,PH,2675.2986,0.3268,0.0113,0.2571,1.3524,6470.6704,1288.7161,68,68,711397.3
h241-39.vsi - 20x,ATAN,95.2949,0.3229,0.0092,0.2823,0.6543,190.0101,31.1001,3,3,35984.8
h241-39.vsi - 20x,DMH,19778.1504,0.338,0.0243,0.2886,1.88,30792.3125,8338.9229,218,218,407676.9
h241-39.vsi - 20x,ATAN,11.2664,0.3284,0.0087,0.2971,0.4323,160.5521,4.6943,1,1,26385.2
h241-39.vsi - 20x,VMH,2867.2966,0.3342,0.0128,0.2907,1.7191,13241.085,621.297,140,140,599500.3
h241-39.vsi - 20x,ARC,1392.8076,0.3281,0.0113,0.2844,0.6546,3552.449,488.3296,41,41,300967
h241-39.vsi - 20x,BTAN,372.2603,0.3242,0.0127,0.2907,0.5056,679.999,102.6889,10,10,38209.4
h241-39.vsi - 20x,PT,15.9607,0.3183,0.0085,0.278,0.5991,35.3261,37.9069,0,0,34915.6
h241-39.vsi - 20x,ME,152.5657,0.3269,0.0102,0.2907,0.5182,613.2197,53.8676,10,10,70674.5
h241-39.vsi - 20x,PH,12474.7119,0.3323,0.02,0.2844,1.5829,24862.0977,4828.3721,224,224,723289.4
h241-39.vsi - 20x,DMH,7484.6396,0.3297,0.0165,0.2886,1.4635,11691.4297,3156.0105,96,96,400800.7
h241-39.vsi - 20x,BTAN,35.6769,0.3213,0.0084,0.278,0.4611,141.3046,9.5061,2,2,43827.8
h241-39.vsi - 20x,PT,4.2249,0.3191,0.0078,0.2802,0.4064,18.6607,6.3374,0,0,28617
h241-39.vsi - 20x,ME,130.5024,0.3264,0.0104,0.2907,0.4806,617.4448,40.1367,7,7,73910.1
h241-39.vsi - 20x,ARC,587.2607,0.3257,0.0095,0.2907,0.9501,1898.5751,209.6027,22,22,310542.2
h241-39.vsi - 20x,ATAN,3.7555,0.3282,0.0083,0.295,0.3857,119.9446,0,0,0,17756
h241-39.vsi - 20x,PH,3627.3086,0.329,0.0125,0.2759,1.9531,8871.9102,1642.0831,89,89,686946.1
h241-39.vsi - 20x,cp,30170.9277,0.348,0.0622,0.2759,2.1206,38025.957,11606.7764,123,123,152006.9
h241-39.vsi - 20x,cp,21173.3047,0.3375,0.0336,0.2802,1.0608,27300.6582,6116.3838,111,111,167898.7
h241-39.vsi - 20x,cp,8972.7422,0.3317,0.028,0.2886,1.7084,13006.8291,3116.6953,99,99,172545.8
h241-39.vsi - 20x,cp,36451.9414,0.3581,0.0566,0.2844,4.2284,44599.9062,15426.9199,149,149,145508.5
h241-39.vsi - 20x,cp,65601.3828,0.359,0.0437,0.295,1.046,81819.4688,22931.7754,210,210,242039.5
h241-39.vsi - 20x,cp,65561.9453,0.3492,0.0437,0.2907,3.145,84340.6484,23800.8164,206,206,344766.4
h241-39.vsi - 20x,cp,11893.085,0.3455,0.0408,0.2865,0.93,14920.0752,3886.9204,54,54,63620.9
h241-39.vsi - 20x,VMH,1120.5365,0.3263,0.0091,0.278,1.7358,4359.6689,466.2661,43,43,707755.8
h241-39.vsi - 20x,VMH,1371.2137,0.3295,0.0095,0.2929,0.8131,5952.6318,260.7711,60,60,600507.2
h243-39.vsi - 20x,VMH,63.1393,0.2718,0.0067,0.2365,0.3997,22.2989,11.6185,3,3,590624.8
h243-39.vsi - 20x,ARC,345.8576,0.2712,0.008,0.2365,0.6306,219.116,143.5297,8,8,298127.1
h243-39.vsi - 20x,BTAN,5.868,0.2728,0.0087,0.2468,0.3318,0.3521,0,0,0,17343.8
h243-39.vsi - 20x,ME,69.4767,0.2711,0.0075,0.2406,0.6049,34.622,25.9363,3,3,127574.4
h243-39.vsi - 20x,PT,5.0464,0.2694,0.0076,0.2427,0.3209,2.8167,0,0,0,17578.8
h243-39.vsi - 20x,DMH,9276.7764,0.2782,0.0228,0.2365,1.246,6367.5088,4156.8457,83,83,300883.2
h243-39.vsi - 20x,PH,2960.0342,0.2741,0.015,0.2365,3.8804,1898.4578,1473.6733,56,56,738712.9
h243-39.vsi - 20x,ATAN,323.6767,0.2749,0.025,0.2427,1.0229,262.4228,216.4095,4,4,31742.3
h243-39.vsi - 20x,ME,0,0.271,0.0088,0.2365,0.3231,0,0,0,0,51998.2
h243-39.vsi - 20x,VMH,392.9186,0.2717,0.008,0.2304,0.4832,168.1806,56.919,8,8,594327.6
h243-39.vsi - 20x,ATAN,437.5151,0.276,0.014,0.2427,0.4568,262.0707,84.3809,3,3,29412.8
h243-39.vsi - 20x,DMH,8498.333,0.2763,0.0181,0.2365,0.8033,5678.2383,2420.9929,73,73,413220.2
h243-39.vsi - 20x,PT,14.9046,0.2687,0.0137,0.2183,0.3698,7.9807,0,1,1,9643.4
h243-39.vsi - 20x,PH,3624.1699,0.2759,0.0131,0.2406,0.8477,2362.979,1346.1044,44,44,712440.8
h243-39.vsi - 20x,ARCx05,81.7994,0.2724,0.0085,0.2365,0.3631,37.3213,0,2,2,138241.4
h243-39.vsi - 20x,PT,5.6332,0.2686,0.0103,0.2345,0.4323,2.3473,0,0,0,29726.3
h243-39.vsi - 20x,ME,40.4889,0.2712,0.0088,0.2406,0.4611,19.1301,30.748,1,1,83494.6
h243-39.vsi - 20x,BTAN,128.2736,0.2714,0.0136,0.2427,0.6658,82.2712,53.2809,3,3,15440.1
h243-39.vsi - 20x,ARC,143.413,0.2704,0.008,0.2345,1.4533,84.149,69.4764,2,2,320187.9
h243-39.vsi - 20x,DMH,4215.1909,0.2748,0.014,0.2023,0.8003,2581.5081,1536.5776,73,73,399487.4
h243-39.vsi - 20x,ATAN,2.8166,0.2738,0.0075,0.2427,0.3407,0.5868,0,0,0,14625.2
h243-39.vsi - 20x,PH,4833.0874,0.2782,0.0153,0.2223,1.5811,2791.3525,2015.7532,94,94,726744.1
h243-39.vsi - 20x,cp,9026.9189,0.2863,0.0448,0.2365,5.4203,6079.1489,3752.7795,67,67,122531.7
h243-39.vsi - 20x,cp,35221.4961,0.2954,0.0444,0.2304,1.3411,23239.5586,11809.2207,267,267,325313.2
h243-39.vsi - 20x,VMH,106.9142,0.2708,0.0074,0.2304,0.95,52.8132,87.667,2,2,605144.8
h243-39.vsi - 20x,cp,5966.6597,0.2876,0.0261,0.2427,0.6893,3600.5679,1706.5131,75,75,94955
H245-37.vsi - 20x,cp,1317.5919,0.2577,0.0139,0.2163,1.3925,966.0117,773.2766,17,17,831309.2
H245-37.vsi - 20x,cp,2853.2373,0.2604,0.013,0.2063,0.6582,1567.7299,840.4057,84,84,668280.8
H245-37.vsi - 20x,cp,1317.8267,0.2612,0.0135,0.2163,1.5108,687.8623,414.7457,47,47,381367.6
H245-37.vsi - 20x,cp,305.486,0.2614,0.0115,0.2243,0.5181,123.1134,55.9801,12,12,220739.4
H245-37.vsi - 20x,ATAN,242.3468,0.2627,0.0129,0.2284,0.766,128.7468,52.9288,7,7,42726.4
H245-37.vsi - 20x,ARCx05,92.3617,0.2541,0.008,0.2183,0.9015,50.7006,75.3443,3,3,191152
H245-37.vsi - 20x,VMHx05,173.1048,0.2608,0.0087,0.2243,0.677,92.1297,96.7036,3,3,322141.6
H245-37.vsi - 20x,DMHx05,1200.4674,0.2606,0.0242,0.2183,2.4111,918.8319,735.4871,9,9,222594.2
H245-37.vsi - 20x,PHx05,2220.6711,0.2641,0.013,0.1825,0.7274,1327.8407,845.8042,54,54,336963
H245-37.vsi - 20x,ARCx05,61.6136,0.2543,0.0078,0.2223,0.4806,24.8809,23.237,4,4,151046.8
H245-37.vsi - 20x,VMHx05,172.0486,0.2579,0.0079,0.2243,0.4347,74.2905,39.6672,8,8,305700.2
H245-37.vsi - 20x,DMHx05,2338.0303,0.2618,0.0198,0.2223,1.2055,1561.7444,1090.7318,37,37,194400.8
H245-37.vsi - 20x,ATAN,264.0582,0.2628,0.0255,0.2304,0.776,198.2255,177.5637,2,2,17841.1
H245-37.vsi - 20x,PHx05,1511.4694,0.2627,0.0122,0.2243,0.6387,926.5779,547.4784,30,30,343658.4
H245-37.vsi - 20x,ARCx05,74.171,0.2546,0.0082,0.2243,0.6516,32.8615,52.2246,5,5,146858.3
H245-37.vsi - 20x,VMHx05,295.1584,0.2578,0.0091,0.1924,1.1135,173.6967,194.4634,11,11,322423.2
H245-37.vsi - 20x,DMHx05,1154.3452,0.2574,0.013,0.2243,0.7158,772.246,541.9625,12,12,206786
H245-37.vsi - 20x,ATAN,152.3323,0.2579,0.0122,0.2284,0.4357,90.3692,32.0389,3,3,25575.2
H245-37.vsi - 20x,PHx05,1068.0862,0.2588,0.0106,0.2243,0.7091,700.8895,520.6033,20,20,323809
H263-39.vsi - 20x,PT,5420.1182,0.3574,0.2602,0.2406,4.8467,4583.8315,4079.5061,14,14,23583.5
H263-39.vsi - 20x,BTAN,621.7691,0.2779,0.0193,0.2406,0.4213,359.247,164.3022,9,9,10276
H263-39.vsi - 20x,ME,227.4422,0.2723,0.0124,0.2386,0.5597,138.9573,104.2145,6,6,31058.4
H263-39.vsi - 20x,ARCx05,854.6098,0.2732,0.0156,0.2365,1.1825,519.0948,417.2102,19,19,145078.5
H263-39.vsi - 20x,VMHx05,428.5959,0.2703,0.0078,0.2386,0.5526,298.101,229.5536,8,8,297227.7
H263-39.vsi - 20x,DMHx05,2931.6331,0.2729,0.0138,0.2365,0.8725,1815.1302,1150.5848,43,43,208907.6
H263-39.vsi - 20x,ATAN,284.1266,0.2738,0.0119,0.2406,0.4088,126.6343,47.765,6,6,14839.3
H263-39.vsi - 20x,cp,276864.8125,1.4005,1.1638,0.2489,7.2196,274235.25,272053.5625,9,9,293876.3
H263-39.vsi - 20x,PHx05,2249.1895,0.2712,0.0137,0.2304,2.272,1417.0363,999.4268,39,39,413887.7
H263-39.vsi - 20x,PT,3257.8918,0.3256,0.2225,0.2264,4.9741,2761.3076,2464.533,17,17,23432.3
H263-39.vsi - 20x,ME,231.1976,0.2737,0.0106,0.2427,0.5098,95.5332,28.8702,9,9,31450.6
H263-39.vsi - 20x,BTAN,1218.4233,0.2995,0.0516,0.2489,1.1212,889.2565,687.37,13,13,7295.8
H263-39.vsi - 20x,ARCx05,546.6592,0.2724,0.0112,0.2365,0.9464,304.3213,229.4363,16,16,151344.8
H263-39.vsi - 20x,VMHx05,459.4613,0.2718,0.008,0.1943,0.5898,256.5547,166.4147,13,13,297884.9
H263-39.vsi - 20x,DMHx05,3609.9695,0.2747,0.0153,0.2284,0.7777,2346.4309,1227.4547,36,36,202291.3
H263-39.vsi - 20x,ATAN,795.9302,0.2782,0.0165,0.2427,0.4531,429.4298,97.8772,11,11,19274.6
H263-39.vsi - 20x,PHx05,3236.1804,0.2749,0.014,0.2345,0.8488,2020.3975,1271.9337,58,58,347179
H263-39.vsi - 20x,cp,268233.1562,1.2027,0.9701,0.253,7.2196,265805.9062,264893.1562,4,4,288103
H263-39.vsi - 20x,PT,11136.333,0.4337,0.3147,0.2468,4.5964,9630.7764,8334.2285,16,16,26494.4
H263-39.vsi - 20x,ME,3832.8345,0.2888,0.0346,0.2489,1.7128,2572.9407,1569.438,39,39,75232.2
H263-39.vsi - 20x,BTAN,511.5688,0.2846,0.0195,0.2427,0.4542,243.058,66.425,15,15,11179.5
H263-39.vsi - 20x,ARCx05,1902.8623,0.2785,0.0166,0.2365,1.1682,1141.8209,667.8884,34,34,162927.2
H263-39.vsi - 20x,DMHx05,1008.4677,0.2748,0.01,0.2304,0.8747,630.9414,399.3717,20,20,307177.3
H263-39.vsi - 20x,DMHx05,1977.8549,0.2762,0.0248,0.2406,2.0286,1328.5448,883.359,29,29,207813.2
